ID,TIF DISTRICT,PROJECT NAME,ADDRESS,DEVELOPER,PROJECT ID,PROJECT DESCRIPTION,CDC DATE,APPROVED AMOUNT,TOTAL PROJECT COST,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
502020,Midwest,Sinai Tomorrow,1500 S California Av,SCI,,"Sinai Health System is a not for profit health care provider.  Mt. Sinai Hospital is located at the intersection of California and Ogden Avenues in the Midwest TIF District.  Sinai serves a largely under insured population, and is one of the largest private Medicaid providers in the State.  Mt Sinai is one of seven hospital systems in the greater Chicago metropolitan area that participate in the Level 1 Trauma Center Network (one of four within the city).  Mt. Sinai is the largest employer in the North Lawndale neighborhood. 
 
The proposed Sinai Tomorrow Project is an approximately $100 million investment in Sinai's facilities that will result in enhancements to in-patient and outpatient care, increased capacity to deliver health care services to the community, and the extension of the useful life of Sinai's physical facilities.  The Sinai Tomorrow project includes relocation and expansion of select service lines and functions within existing buildings, all of such relocation and expansions being consistent with current health care and related uses.  Sinai Health System and its affiliated organizations will continue to be the end user of all facilties included in the Sinai Tomorrow project. 
 
The project consists of multiple components that are phased and sequenced, in part to allow for health care operations to continue, including initial components that have recently been completed or are currently underway.  The last project components are projected to be completed by 2019. 
  
Sinai Health System is a 501c(3); its operations and the properties on which the investment will be taking place are exempt from real estate taxes.",06/10/2014,$31000000,$100000000,,,,,
1255,Central Loop,Hostel,24 E Congress Dr,"American Youth Hostels-Chicago, Inc.",43,"Located in the Loop, the project redevelops the building into a 250 bed youth hostel, 120 dormitory rooms for Columbia College students, an international student center, and street retail on Wabash and Congress Pkwy.",09/08/1998,$3530000,$14000000,1176693.823487716,1898118.392037464,41.87578549,-87.626706425,"(41.87578548951963, -87.62670642508995)"
1620,Bronzeville,IGA - PBC - Fire Engine Company 16,3901 S Wabash Av,Public Building Commission,946,An intergovernmental agreement between the City of Chicago and the Public Building Commission,08/02/2010,$11200000,$17000000,1177398.859094068,1879126.85013698,41.823655414,-87.62469324,"(41.82365541386549, -87.6246932396994)"
1744,North Pullman,Pullman Park,900 E 111th St,Pullman Park Development LLC,2070,"The developer proposes to construct approximately 67,000 square feet of retail space, and potentially two additional out lots, and approximately 492 parking spaces.",11/13/2012,$11000000,$45000000,1184381.810183352,1831559.7409384,41.692965659,-87.600562039,"(41.692965659427955, -87.60056203938704)"
1367,Pratt/Ridge,S & C Electric,6601 N Ridge Bv,"S&C Electric Co., a Delaware corp.",206,"The development site contains twenty buildings, housing approximately 1,125,000 square feet of manufacturing space.  The project will rehabilitate and renovate the existing buildings, construct new buildings, purchase machinery and equipment, and train employees.  The project will consist of seven phases.",03/08/2005,$39735000,$138150000,1162259.586523501,1943905.561405632,42.001742018,-87.678419124,"(42.00174201826304, -87.67841912356384)"
1403,Ryan Garfield,55th Dan Ryan Shopping Center,5300 S Wentworth Av,Ryan Center Ltd. Partnership,270,"Construct multi-tenant 95k sf shopping center, 451 parking spaces, 7 out lots (totaling 17.5k sf) and up to 4 additional out lots (totaling 17.5k sf)",09/02/1987,$3755000,$8455000,,,,,
1569,LaSalle Central,Lyric Opera Building,20 N Wacker Dr,Lyric Opera of Chicago,787,"Located in the Loop, the project consists of restoration of the historic exterior doors and storefront windows on the Wacker Drive and Madison Avenue facades of the building.",08/11/2009,$488844,$1479032,1173823.275983418,1900509.390202508,41.882410906,-87.63717471,"(41.88241090648542, -87.63717471046387)"
1049,Stockyards Annex,815 W. Pershing,815 W Pershing Rd,"GFP Alliance Chicago, LLC",2063,"Located in the New City Community, 815 W. Pershing improves a recently constructed 104,000 square foot industrial building.  The industrial facility includes warehouse and distribution center which has tenants that include:  2020 Exhibits, Goodman Distribution, and US Government Drug Enforcement Agency.",10/23/2012,$917000,$15115468,1171441.357841755,1878963.654494673,41.823340347,-87.646553847,"(41.82334034722429, -87.6465538473693)"
1463,Central Loop,CareerBuilder,200 N La Salle St,"CareerBuilder, LLC",571,"The project includes the rehabilitation and reconstruction of existing office space to relocate, consolidate and expand the national headquarters of CareerBuilder.  The company will occupy around 150,000 square feet of office space which will bring 800 full time equivalent employees to the corporate headquarters.",02/19/2008,$2900000,$11656114,1175060.388667374,1901740.357365176,41.885761124,-87.632595153,"(41.88576112449132, -87.63259515310935)"
1780,Devon/Western,IGA - CPD - Park ____ - Rosehill Cemetery,5600 N Western Av,Chicago Park District,2137,An intergovernmental agreement between the City of Chicago and the Chicago Park District,08/15/2012,$700000,$3500000,1159271.478268434,1937145.967127434,41.983255624,-87.689598914,"(41.9832556241999, -87.68959891449154)"
1692,Fullerton/Milwaukee,Logan Theater,2636 N Milwaukee Av,2650 Milwaukee LLC,1113,"Located in the Logan Square community, the project will rehabilitate the existing Logan Theater which is approximately 18,000 square feet and eight adjacent storefronts which are approximately 10,000 square feet.  Rehabilitation of the Logan Theater will include repairing the historic marquee sign, installing new theater seats, rehabbing the lobby and building new ADA restrooms.",05/10/2011,$1000000,$5620358,1154257.680418304,1917567.605113074,41.929633236,-87.708563702,"(41.92963323641343, -87.70856370178527)"
1582,47th/Halsted,IGA - CPD - Park 0004 - Fuller,331 W 45th St,Chicago Park District,810,Intergovernmental Agreement between the City of Chicago and Chicago Park District,06/03/2009,$3000000,$3000000,1174677.948174561,1874997.453772401,41.812385123,-87.634798371,"(41.81238512275114, -87.63479837061321)"
1331,Central West,Horner - IIA1 - Lowrise,2257 W Lake St,"WHP Homes, LLC",147,The project includes the construction of seven three-story buildings.  The building has 60 residential for-sale units of which twelve are affordable units.,06/12/2007,$2501821,$17295471,1161093.209676551,1901210.416676864,41.88460844,-87.68390009,"(41.884608439864856, -87.68390008982898)"
1743,24th/Michigan,IGA - CTA - Red Line - Cermak Station,138 W Cermak Rd,Chicago Transit Authority,2068,"Work includes installation of an elevator, as well as a new station house, with the customer assistant
booth and fare array ground level.",01/13/2011,$600000,$13100000,1175600.831245714,1889797.484217058,41.852976986,-87.630969399,"(41.85297698593971, -87.63096939855825)"
1781,Galewood/Armitage Industrial,IGA - CPD - Park 0127 - Rutherford Sayre - II - Fieldhouse,6871 W Belden Av,Chicago Park District,2138,Intergovernmental Agreement between the City of Chicago and the Chicago Park District,01/18/2012,$1050000,$1050000,1129964.897457384,1914269.277665427,41.92103326,-87.797910055,"(41.9210332601157, -87.79791005523576)"
1246,Kinzie Industrial Corridor,City Escape Garden,3022 W Lake St,"City Escape Garden and Design, LLC",22,"The project includes the construction of approximately 16,000 square feet  of retail greenhouse space on a 2.14 acre site.  The facility will also consist of ancillary support spaces, fence enclosed outdoor sales yards for year round use, and 42 parking spaces.",06/14/2005,$425000,$2700000,1156099.244687553,1901036.699358702,41.884233986,-87.702243366,"(41.88423398644474, -87.70224336603853)"
1254,Central Loop,75 E Wacker - Mather,75 E Wacker Dr,"Michigan Wacker Associates, LLC",39,"Located in the Loop, the Mather Tower is a landmark building built in 1928.  The project includes rehabilitation of the facade, renovation of the first nine floors as office space and the remaining floors as a hotel.",01/23/2001,$1500000,$10700000,1177009.766978751,1902521.92806486,41.887861892,-87.625413041,"(41.88786189172989, -87.62541304135654)"
1488,Belmont/Cicero,Sr Suites - Kelvyn Park,2701 N Cicero Av,"Senior Suites Chicago Kelvyn Park, LLC",600,"Construct 6-story 85-unit senior (62+) rental building with 6k sf community space, 42 parking spaces; Green Roof (50% roof area), City Dept of Senior Services satellite service center localed on-site",02/19/2008,$3500000,$19423235,1143971.867733962,1917456.072161512,41.929526627,-87.746364372,"(41.92952662675268, -87.74636437201383)"
1774,Lincoln Avenue,IGA - CPD - Park 0241 - Mather Park,5941 N Richmond St,Chicago Park District,2128,An intergovernmental agreement between the City of Chicago and the Chicago Park District,11/16/2011,$250000,$450000,1155652.814956536,1939258.801465336,41.989127202,-87.70285048,"(41.989127202300466, -87.70285048044002)"
1710,Central Loop,Goodman Theater,170 N Dearborn St,Chicago Theater Group,1143,"Located in the Loop, the project includes construction of a new 800 seat theater, renovation and reconstruction of the exisiting Selwyn and Harris theaters, including the restoration and preservation of their facades, to accommodate a smaller, more flexible 400-seat theater.  The project also includes the development of the vacant northwest corner of Randolph and Dearborn Streets to accommodate lobby, a restaurant, and retail uses complementary to the development.",07/08/1997,$18800000,$59583000,1175871.193084609,1901521.523607788,41.885142426,-87.629624335,"(41.88514242565978, -87.62962433514399)"
1593,Randolph/Wells,Randolph Tower - II,188 W Randolph St,"Randolph Tower City Apartments, Inc.",857,"The Randolph Tower II project is located in the Randolph/Wells TIF district and consists of the conversion and rehabilitation of a 45 story Class C office building containing approximately 371,000 gross square feet. The project will produce 310 apartments, 9500 square feet of retail, 11,000 square feet of office/commercial space and community facility space. In addition, no less than 62 apartment units are dedicated for affordable housing.",03/09/2010,$34000000,$145059588,1174747.572103761,1901307.25243041,41.884579663,-87.633756834,"(41.88457966297369, -87.63375683353853)"
1618,Northwest Industrial Corridor,IGA - CPD - Park 0407 - Orr,744 N Pulaski Rd,Chicago Park District,943,Intergovernmental Agreement between the City of Chicago and the Chicago Park District,04/28/2009,$600000,$2606000,1149544.851873139,1904852.150698313,41.894833738,-87.726212905,"(41.89483373826817, -87.72621290535476)"
1043,Stockyards Annex,Experimur Properties,4045 S Morgan St,"Experimur Properties, LLC",2041,"Located in the New City community, the project includes  the complete rehabilitation of a 54,000 square foot building for a medical research laboratory.  The work includes complete demolition of interior walls and the build out of new lab space, offices, conference rooms, workout room for employees and a kitchen/cafeteria.",12/13/2011,$3700000,$20800063,1170357.145298976,1877787.279586726,41.820135972,-87.650565696,"(41.8201359716828, -87.65056569613911)"
1584,87th/Cottage Grove,IGA - PBC - Whitney Young Library,7901 S Dr Martin Luther King Jr Dr,Public Building Commission,812,Agreement between the City of Chicago and the PBC,04/22/2009,$1000000,$13481299,1180314.087539662,1852683.292026462,41.75102533,-87.61480915,"(41.75102533039762, -87.61480915005625)"
1016,Central Loop,Sullivan Center,1 S State St,"One South State Street, L.L.C.",239,"Located in the Loop, the project includes renovation and rehabilitation of 700,000 square feet of existing retail space,  The project also includes renovating 300,000 square feet as office space with a separate entrance on State St.",06/08/1999,$14977400,$72458143,1176418.991875476,1900379.096438144,41.881995198,-87.627647245,"(41.88199519763546, -87.62764724522982)"
1763,Midwest,IGA - CPD - Park 0218 - Douglas,1401 S Sacramento Av,Chicago Park District,2116,An intergovernmental agreement between the City of Chicago and the Chicago Park District  CHICAGO PARK DISTRICT,11/01/2013,$2000000,$2060000,1156259.037297333,1893264.845465441,41.862904001,-87.701866545,"(41.86290400128565, -87.70186654467679)"
1616,Fullerton/Milwaukee,Sachs Hairpin - Lofts,2802 N Milwaukee Av,"Hairpin Lofts, LLC and Brinshore 2008 Corp.",941,The Sachs Hairpin Lofts project is located in the Fullerton/Milwaukee TIF District. The project consists of the rehabilitation of a 6-story building containing 28 residential rental units. 25 units will be affordable.,11/27/2009,$7151770,$11062899,1153185.260703949,1918423.166836186,41.932002342,-87.7124818,"(41.932002342071115, -87.71248179980313)"
1760,Western Avenue South,IGA - CPD - Park 0457 - Richard Clark III - Boathouse,3400 N Rockwell St,Chicago Park District,2113,An Intergovernmental Agreement Between the City of Chicago and the Chicago Park District,06/06/2012,$1000000,$7400000,1158226.523075392,1922486.97700569,41.943052041,-87.693844427,"(41.94305204108928, -87.69384442695068)"
500072,Near West <Madison/Racine,Lake Street Studios,727 W Lake St,Lake Street Studios Limited Partnership,,"Located in the Near West community, the project entails the construction of a nine-story 61 unit studio building for homeless and at risk homeless individuals.  All units will be 320 square feet and contain a kitchenette and bathroom.  Building amenities will include a multi-purpose room, library, property management office, exercise room, and common laundry.  The 61 affordable rental units are for individuals with incomes between 30% area median income and 60% area median income.",06/01/2013,$3100000,$17463063,1171177.974103673,1901637.395449523,41.885564701,-87.646855083,"(41.88556470095639, -87.64685508324484)"
1322,105th/Vincennes,105th Vincennes,10500 S Vincennes Av,MGM/TGI 105th Street LLC,136,"Located in the Washington Heights community, the project will construct 233 for-sale residential units on a 15 acre site.  There will be 48 affordable units, construction of a park, and street improvements including new interior streets.",12/13/2005,$11900000,$75473873,1168790.431222901,1835128.932536923,41.703109898,-87.657542474,"(41.70310989832585, -87.65754247386181)"
1328,Clark/Ridge,Ravenswood Sr Apts,1818 W Peterson Av,Ravenswood Partners of Illinois L.P.,143,"Located in the West Ridge community area, the project constructed a 9-story building for senior citizens.  There are 187 residential units for senior citizens and 65 parking spaces.",09/13/2005,$5820000,$34387474,1162949.471947986,1939941.189311289,41.990849158,-87.675993088,"(41.990849157684345, -87.67599308836398)"
1509,Harrison/Central,Loretto Hospital,645 S Central Av,Loretto Hospital,626,"Located in the Austin community, the project consists of expanding and renovating the existing Emergency Department (ED) and Main Lobby / Entrance on the first floor of the hospital building. Both areas occupy the east end of the 1969 addition to the Hospital and will require multi-phased construction to maintain the 24/7 occupancy. The approximately 4,375 square feet ED building addition will be located on the east side of the hospital at the first floor as a one-story portion. Parking will be expanded and reconfigured to provide for better on-site traffic and patient flow.  New larger entrance canopies will afford much needed protection and separation for patients, staff and vehicles.",11/14/2006,$7500000,$23952000,1139194.667944066,1896491.517765343,41.87208577,-87.764430347,"(41.87208576989947, -87.76443034735553)"
1372,Lawrence/Broadway,Uptown Broadway Building,4703 N Broadway,"Theus Property Holdings, LLC",213,"Located in the Uptown community, the project rehabilitated a 3-story building with 17,000 square feet of commercial and office space.  The building received new HVAC, electrical systems and the exterior of the building was rehabbed.",09/13/2005,$1452860,$4909223,1167754.141309367,1931419.769302789,41.967363587,-87.658567344,"(41.9673635873824, -87.65856734441053)"
1235,71st/Stony Island,Starbuck's - Stony Island,7101 S Stony Island Av,"BMG Stony Island, LLC",9,"The project will construct a free-standing Starbucks Coffee Company store of 1,626 square feet.  In addition to in-store seating, this Starbucks store will have a drive-through service window and an outdoor seating area.  On site parking will be provided for 13 cars and 6 stacking spaces are provided in the drive-up lane.",05/13/2003,$225000,$1400000,1188190.187721917,1858184.439913174,41.765936859,-87.585772423,"(41.76593685872762, -87.58577242335306)"
10987,Wilson Yard,Wilson Yard,1035 W Montrose Av,"Wilson Yard Development I, LLC",,"Located in the Uptown community, the project demolished two buildings to construct a 180,000 square foot Target department store, 15,000 square foot Aldi grocery store, senior housing, low-income housing, additional retail, and 555 parking spaces.",09/14/2004,$54228392,$162752711,1168391.684685905,1929341.323920814,41.961646462,-87.656283569,"(41.961646462011565, -87.65628356888453)"
1236,Kinzie Industrial Corridor,Green Works,551 N Sacramento Av,Chicago Greenworks LLC,10,"The project consists of demolition, site preparation, environmental remediation, road construction dedicated to the City.   The project also includes a 10,000 square foot repair and work shop, 7,000 square foot office, and a detention pond.",10/12/2004,$6148331,$11260251,1156185.404877754,1903826.660998857,41.891888167,-87.70185158,"(41.891888167145225, -87.7018515801276)"
1241,Roosevelt/Canal,UPS - 14th Union,1500 S Jefferson St,"United Parcel Service, Inc.",16,"UPS has proposed the assemblage, remediation and redevelopment of three privately owned parcels, one parcel beneath an elevated portion of the Dan Ryan Expressway that is controlled by the State of Illinois and two street vacations. The project will also include the reconfiguration and renovation of existing UPS structures and parking improvements that are located east of the Dan Ryan Expressway.  The remediation and redevelopment of several lots totaling 770,000 square feet and include feeder lots with a total of 758 parking spaces.  The project will also include relocation of utilities, installing gateways, and signage.",07/13/2004,$6933800,$24151801,1172528.866926829,1892979.164180197,41.861776158,-87.642150411,"(41.86177615768558, -87.6421504112507)"
1281,35th/Halsted,Acre,3434 S Halsted St,"Acre Development, LLC",72,"The project includes the construction of a five-story mixed used retail and residential building.  There will be 67 condominiums which will include 14 affordable units and 67 parking spaces for the units.  The 17,000 square foot retail space will have up to seven tenants and 35 parking spaces for retail use.",05/13/2003,$2593000,$20686600,1171492.54969918,1882019.371230751,41.831724396,-87.646276392,"(41.831724396177286, -87.6462763924342)"
1290,Chicago/Kingsbury,River Village - Site H2,850 N Kingsbury St,River Village Townhomes,84,"Located in the Near North community, the project constructs 102 residential units; 29 town homes, 64 loft conversions, 9 multi-level units, parking, and other related improvements.  18 of the units are affordable at 120% area median income and 25 units are sold to CHA.",06/08/2004,$1473353,$4524377,1172058.309736067,1906146.09853145,41.897917487,-87.643489233,"(41.89791748692854, -87.643489232502)"
1242,119th/I-57,Renaissance Estates,1555 W 122nd St,JTA Development,18,The project will construct 86 housing units including 80 condominiums and six single family homes.  20% of the units will be affordable units at 100% area median income.,02/11/2003,$3600000,$18411668,1167941.368848216,1823770.688505058,41.671959202,-87.660976165,"(41.671959201963354, -87.66097616459349)"
1298,47th/Ashland,Bishop Plaza,4626 S Bishop St,"Bishop Plaza, L.L.C.",99,"The project consists of redevelopment of the former site of Bishop Plaza Shopping Center that previously included a Jewel grocery store and a gas station service station.  The project will rehabilitate a 56,000 square foot building, constructing a 6,000 square foot building, environmental remediation of the former gas station, and redesign of the current parking lot.",10/14/2003,$2200000,$10240542,1167410.503795914,1873941.487358912,41.809646446,-87.661485561,"(41.809646446414675, -87.66148556130851)"
1305,River West,Blommer Chocolate,600 W Kinzie St,Blommer Chocolate Co.,108,"The project includes expanding the existing 1.3 acre site of the chocolate factory into a 5.5 acre industrial campus.  Blommer Chocolate will also purchase and install approximately $31 million of new equipment and create an industrial campus to accommodate increased productivity and alleviate traffic congestion on public ways. The plans for the campus include a truck staging area, a new truck scale, a new brick fence and landscaping, and construction of a 15,725 square foot shelter to house bean dumping and cleaning functions.",10/12/2004,$8000000,$38609580,1172231.085536217,1902955.411465011,41.889158237,-87.642948945,"(41.8891582370628, -87.64294894501067)"
1324,Bronzeville,Pershing Courts,3900 S State St,"Pershing & State, L.P.",138,"Located in the Douglas community, the project includes construction of a one 6-story mid-rise building with 80 residential units, all affordable units at 60% area median income and 80 parking spaces.",02/11/2003,$734378,$17546609,1176886.561396824,1879113.245973914,41.823629662,-87.626573071,"(41.82362966242222, -87.6265730712073)"
1014,Western Avenue South,North Center Senior Apts/ Martha Washington,2324 W Irving Park Rd,North Center Senior Housing,167,"Located in North Center community, the project includes construction of a 5-story 103,000 square foot senior apartment building.  It will include 103 rental units, one staff unit, 52 parking spaces, 4,200 square feet of common area, and 600 square feet of patio space.",03/09/2004,$3500000,$16947100,1160064.900580827,1926543.18082992,41.954144666,-87.68697505,"(41.954144666322605, -87.6869750498606)"
1329,67th/Cicero,Midway Village - Sr Affordable,6710 S Keating Av,SL Midway LLC,144,"Located in West Lawn community, the project includes construction of a 6-story, 118,000 square foot rental building including: 126 rental units (seniors 62+) including 26 affordable units at 60% area median income, common areas (dining room, lounge, library, media room, etc.), 27,000 square foot garden, and 48 parking spaces.",08/12/2003,$2750000,$18100392,1145960.913885768,1859632.270697952,41.770812848,-87.740521981,"(41.77081284778743, -87.74052198052566)"
1307,Peterson/Cicero,Peterson Cicero - Sauganash Place Whole Foods,6020 N Cicero Av,"Peterson Cicero, LLC and Lakeside Bank Trust 10-2690",110,"Located in the Forest Glen community, the project includes construction of two separate buildings containing approximately
40,405 square feet of commercial space and approximately 136 condominium units, including 27 affordable units.",09/28/2004,$10300000,$63689644,1143245.243909305,1939669.137654338,41.990494772,-87.748477414,"(41.990494771830264, -87.74847741422931)"
1338,Kinzie Industrial Corridor,Coyne Institute,330 N Green St,"Coyne American Institute, Inc.",161,"Located in the Near West Side community, the project includes construction of a 76,000 square foot, 2-story facility for use as technical and vocational school for 750 students.  The project will include 140 parking spaces and a partial green roof.",04/13/2004,$3300000,$15926113,1170633.325677431,1902419.91248186,41.887723918,-87.648832202,"(41.887723918162486, -87.6488322021647)"
1304,Diversey/Narragansett,Brickyard,6465 W Diversey Av,"W9/MLM R.E. L.P. and W9/MLM Brickyard, L.L.C.",107,"Located in the Belmont/Cragin community, the project consists of demolishing all buildings on the 50 acre site and constructing a 575,000 square foot retail center with 2,300 parking spaces.",01/14/2003,$26500000,$109959532,1132620.001993975,1917862.407877987,41.930847334,-87.788070456,"(41.930847333658065, -87.78807045587668)"
1341,Western Avenue North,Ravenswood Sq - 4800 Damen,4800 N Damen Av,"4800 Damen, LLC",166,"Located in Lincoln Square community, the project includes the demolition of four existing buildings to construct a 104,000 square foot, 4-story residential building.  The building will include 42 condominiums, including 9 affordable units, 12,000 square feet of ground floor commercial space, 36,000 square feet of below-grade parking (75 residential parking spaces and 24 commercial spaces), roof deck, and 50% green roof.",04/27/2004,$3000000,$18385283,1162102.257046195,1931915.873417061,41.968845182,-87.679334725,"(41.96884518171126, -87.67933472473636)"
1308,Central West,950 W Monroe Condo,950 W Monroe St,"950 W Monroe Development, LLC",111,"The project includes construction of a 9-story 99 condominium building, 105 parking spaces, 3,500 square feet of ground floor retail.  The project have 22 affordable units, including 10 CPAN units.",01/27/2004,$2890000,$34500000,1169875.267289818,1899790.412981835,41.880524949,-87.651692715,"(41.880524948959525, -87.65169271542312)"
1351,69th/Ashland,Glazier - Finch - 69th Ashland,6920 S Ashland Av,Finch Limited Partnership,184,"Located in West Englewood, the project includes construction of 32,000 square feet of retail and professional services shopping center.  The project will also include 112 parking spaces.",09/14/2004,$948000,$6748179,1166838.281602052,1858721.541720029,41.767893317,-87.664018968,"(41.76789331709745, -87.6640189682719)"
1358,Humboldt Park Commercial,La Estancia,2749 W Division St,La Estancia L.P.,194,"Located in the West Town community, the project includes construction of 57 affordable rental units  at 60% area median income in three buildings, 12,000 square feet of affordable commercial space, and 62 parking spaces.",12/14/2004,$1555485,$16971908,1157647.600942959,1907821.165615251,41.902819783,-87.696372653,"(41.90281978274217, -87.69637265299976)"
1353,69th/Ashland,Food 4 Less,7030 S Ashland Av,Ralphs Grocery Company,186,"Located in the West Englewood community, the project includes construction of a 62,000 square foot grocery store and 223 space parking lot.",09/14/2004,$977000,$11878878,1166858.451866189,1857955.501468137,41.76579077,-87.663966886,"(41.76579077043187, -87.66396688645497)"
1343,Roosevelt/Racine,Roosevelt Sq - ABLA - Phase 1,1300 W Roosevelt Rd,"RS Homes I LLC, RS Pointe LLC",172,"The project includes construction of 233 for-sale housing units in 69 buildings which include mix of 3-flats, 6-flats, courtyard buildings, and townhomes on 13 acre site.  The project includes 47 affordable units, 27 moderate rate units, 159 market rate units, 292 parking spaces, and 3,000 square feet of retail space.",09/28/2004,$11475000,$86706531,1167855.839017627,1894869.251915119,41.86706467,-87.659249736,"(41.867064670267034, -87.65924973639657)"
10742,Calumet Cermak,IGA - MPEA - HOTEL,300 E Cermak Rd,Metropolitan Pier and Exposition Authority,,Intergovernmental agreement with Metropolitan Pier and Exposition Authority concerning construction and rehabilitation of property at 300 E Cermak Rd,03/05/2014,$55000000,$421500000,1178422.684976954,1889836.221332219,41.853019479,-87.620611214,"(41.853019478634444, -87.62061121399091)"
1355,Lawrence/Broadway,Gunnison Lofts,4840 N Broadway,"Gunnison St. Lofts, L.L.C. and Bridgeview Bank Group Trust No. 1-3074",188,"Located in the Uptown community, the project consists of rehabilitating an existing building.  The project will include 11,000 square feet of commercial space, 9 condominiums, including 5 affordable units, and 13,000 square foot basement with 23 parking spaces and storage units.",05/13/2003,$1100000,$8531412,1167397.52643062,1932442.610433074,41.970177997,-87.659849007,"(41.970177996889234, -87.65984900729137)"
1396,Central West,Horner - IIA2 - Midrise,100 N Hermitage Av,"WHP Tower, LLC and WHP Tower Rental, LLC",258,"Located in the Near West Side community, the project includes the construction of a 113 unit residential mid-rise building.  The residential building includes 79 for-sale units, including 7 affordable units for sale, and 34 affordable public housing rental units.",03/09/2004,$2611649,$30870827,1164683.863584071,1900755.844970561,41.883285736,-87.670727621,"(41.88328573604337, -87.6707276205489)"
1415,Lincoln Avenue,Chaville Condo,5978 N Lincoln Av,"JJJ Properties, Inc.",282,"Located in West Ridge, the project includes demolishing existing buildings and construction of 40,000 square feet six-story residential building.  The project includes 21 condominiums, 5 of which are affordable units, 26 parking spaces, and a green roof that will cover 50% of the roof area.",06/08/2004,$625454,$8621372,1154609.097458531,1939510.147701691,41.989837929,-87.706682672,"(41.98983792892443, -87.70668267161068)"
1024,71st/Stony Island,Montclare Senior Residences Of Avalon Park Phase 1,1200 E 78th St,"Montclare Senior Residences of Avalon Park Phase I, LLC et al",740,New construction of 102 all affordable senior units consisting of 60 1-bedroom and 42 studio units. Common space on the ground floor includes activity spaces and medical facility.,05/13/2008,$1850000,$22077495,1185587.742157857,1853564.458956389,41.753320861,-87.595456401,"(41.753320860890014, -87.59545640086542)"
1438,Jefferson/Roosevelt,Home Depot - Jefferson Roosevelt,1300 S Clinton St,"Home Depot U.S.A., Inc.",309,"Located in the Near West community, the project includes construction of a Home Depot shopping center and a parking garage.  The project will also reconstruction of a viaduct and access/entrance ramps.",03/09/2004,$5400000,$31995000,1172882.04787634,1894351.696908163,41.865534678,-87.640813312,"(41.865534677770654, -87.6408133122904)"
1441,Humboldt Park Commercial,North Talman - Phase II - Rental Project,2634 W North Av,North and Talman Corp.,346,"Located in West Town community, the project includes construction of 24 lease-to-sale units, 16 condominiums, and 52 affordable senior rental units including 10 units at 80% area median income and 42 units at 60% area median income.",06/08/2004,$2450000,$16146720,1158397.74538196,1910575.332847402,41.910362125,-87.693541774,"(41.91036212545708, -87.69354177402649)"
1371,Pilsen Industrial Corridor,Target - 33rd Damen,1940 W 33rd St,Target Corp.,212,"Located in McKinley Park, the project includes construction of a 139,000 square foot retail shopping center.",05/11/2004,$5300000,$32754095,1163767.335821606,1882841.83970119,41.834147388,-87.674597856,"(41.83414738752838, -87.67459785643622)"
1619,Madden/Wells,Madden Wells - 2-C - Rental Retail,3753 S Cottage Grove Av,"Oakwood Shores Terrace Apartments Associates L.P. and Arches Retail Development, LLC",944,"Located in Oakland community, the project includes construction of 48 residential rental units including 36 affordable units at 60% area median income and 28,000 square foot medical clinic and offices.",09/08/2009,$2100000,$23537443,1181949.512539032,1880150.285868233,41.826359587,-87.607967012,"(41.82635958660416, -87.60796701189088)"
500258,Central West,West Haven Park (4994),1900 W Washington St,Chicago Park District,,An intergovernmental agreement between the City of Chicago and Chicago Park District.,11/01/2013,$3050000,$3050000,1163693.734948679,1900750.314973358,41.883291482,-87.674363585,"(41.88329148185964, -87.67436358452834)"
11038,River West,IGA - CTA - Blue Line Modernization River West,800 W Grand Av,Chicago Transit Authority,,An intergovernmental agreement between the City of Chicago and Chicago Transit Authority. -IGA pending,03/10/2014,$6500000,$63000000,1170936.505368064,1903723.247973158,41.891293713,-87.647680593,"(41.891293712960874, -87.6476805930264)"
1778,West Irving Park,IGA - CPD - Park 0147 - Portage - II - Landscaping Parking,4100 N Long Av,Chicago Park District,2134,An intergovernmental agreement between the City of Chicago and Chicago Park District.,04/25/2012,$725800,$725800,1139577.656306665,1926748.675784614,41.955107868,-87.762284581,"(41.9551078676731, -87.76228458139845)"
11040,River West,IGA - CTA - Bus Rapid Transit - Loop - River West,543 W Washington St,Chicago Transit Authority,,An intergovernmental agreement between the City of Chicago and Chicago Transit Authority. -IGA pending,03/10/2014,$1400000,$31500000,1172672.249972392,1900739.182102133,41.883067014,-87.641394453,"(41.88306701393534, -87.64139445279993)"
1776,47th/Halsted,IGA - CPD - Park 0448 - Metcalfe,4134 S State St,Chicago Park District,2131,An intergovernmental agreement between the City of Chicago and the Chicago Park District,11/16/2011,$125000,$125000,1176922.908944393,1877481.350145822,41.819150781,-87.626488978,"(41.819150781484424, -87.62648897778216)"
11036,River South,IGA - CTA - Blue Line Modernization River South,127 W Congress Pw,Chicago Transit Authority,,An intergovernmental agreement between the City of Chicago and Chicago Transit Authority. -IGA Pending,03/10/2014,$1250000,$63000000,1175359.480102977,1897999.428950864,41.875489088,-87.631609163,"(41.87548908786712, -87.63160916325758)"
11039,LaSalle Central,IGA - CTA - Bus Rapid Transit - Loop - LaSalle Central,127 W Washington St,Chicago Transit Authority,,An intergovernmental agreement between the City of Chicago and Chicago Transit Authority. -IGA pending,03/10/2014,$6600000,$31500000,1175308.464219522,1900772.862543236,41.883100701,-87.631713226,"(41.88310070060751, -87.63171322586435)"
